major,ccode,year,milcap_minor,milcap,future_power,troops,country,cinc,pact,exports,imports,m,hostlev,cow_mid,cow_mid4,future_power_riv,milcap_riv,edge,new_troops,ideal1,ideal2,pec,growth,region
2,20,1994,.75859708,21.747204,21.725391,0,Canada,.0120203,1,114.255,131.95599,.26159319,3,1,0,4.7834558,8.9622211,1,0,2.7360001,1.176,4455146,.0055194008,1
2,20,1995,.70309949,20.296988,19.619967,0,Canada,.011727,1,126.024,148.304,.26088259,4,1,1,8.1201019,7.9895749,1,0,2.9790001,1.153,4678672,.048954476,1
2,20,1996,.65834689,19.935843,18.35331,0,Canada,.0116868,1,132.584,159.746,.26550299,,0,0,7.2629032,7.2830143,1,0,3.0599999,1.26,4751977,.015546433,1
2,20,1997,.61737663,20.449028,18.030254,0,Canada,.0116001,1,150.12399,171.44,.26244989,4,1,1,6.6330023,6.864418,1,0,2.98,1.176,4922493,.035254367,1
2,20,1998,.61386299,20.796761,18.477516,0,Canada,.0118511,1,154.15199,178.048,.2685304,4,1,1,6.256753,5.8510442,1,0,2.9360001,1.23,4977176,.011047552,1
2,20,1999,.65559119,21.432804,18.787714,0,Canada,.0118983,1,162.95599,198.629,.27489761,1,1,0,5.3606982,5.5772977,1,0,2.7620001,1.228,5043448,.013227313,1
2,20,2000,.64117694,21.554909,19.348948,0,Canada,.01182,1,174.616,229.19099,.27486661,3,1,0,5.1278019,5.4714704,1,0,2.701,1.17,5264636,.042922031,1
2,20,2001,.59431398,22.276485,19.444029,0,Canada,.011386,1,155.205,220.138,.26821291,4,1,1,5.0270801,6.1318121,1,0,2.677,1.234,5224415,-.0076691774,1
2,20,2002,.60766053,23.112782,20.055992,0,Canada,.0112931,1,152.96899,213.95399,.2616843,,0,0,5.6037431,5.2781925,1,0,2.7360001,1.1900001,5276818,.0099804346,1
2,20,2003,.62393802,23.396179,20.780598,0,Canada,.0109833,1,159.63,227.65199,.27037489,,0,0,4.8497763,5.5618343,1,0,2.8789999,1.2029999,5394710,.02209558,1
2,20,2004,.65856689,24.08872,21.014914,0,Canada,.0108033,1,176.258,259.80701,.28972521,1,1,0,5.0909595,5.1662288,1,0,2.881,1.308,5527871,.024383906,1
2,20,2005,.76123542,26.370625,21.619839,0,Canada,.0107274,1,195.151,291.944,.3065404,4,1,1,4.7468357,3.4745595,1,0,3.0020001,1.325,5529642,.0003203252,1
2,20,2006,.80494255,26.320822,23.604059,0,Canada,.0104488,1,211.24699,307.823,.31219479,4,1,1,3.2602251,3.6267684,1,0,2.9760001,1.487,5497134,-.0058962102,1
2,20,2007,.88367516,25.455936,23.54986,0,Canada,.0106829,1,226.411,317.604,.3213447,,0,0,3.3920527,3.8555703,1,0,2.8789999,1.6390001,5548023,.0092147822,1
2,31,1985,.002394642,19.634354,16.632813,0,Bahamas,.000053100001,1,.78600001,.65200001,.001884,,0,0,20.964302,24.489439,2,0,2.7690001,.25299999,3161485,-.0051069991,1
2,31,1989,.0078429589,23.19113,17.068205,0,Bahamas,.000058000001,1,.773,.47799999,.0071163001,,0,0,21.513996,14.27513,2,0,3.0039999,-.0080000004,3844484,.031532813,1
2,31,1990,.005683234,21.137386,20.86722,0,Bahamas,.0000506,1,.801,.52600002,.0043386002,,0,0,13.266179,13.67587,2,0,2.9360001,-.045000002,3936181,.023571569,1
2,31,1992,.003187438,22.716059,18.049181,0,Bahamas,.000043799999,1,.71200001,.60699999,.0023135,,0,0,12.50408,6.9361267,2,0,2.793,-.315,4154138,.027398726,1
2,31,1999,.0039117741,21.432804,18.787714,0,Bahamas,.000042,1,.84500003,.2,.0039860001,,0,0,5.3606982,5.5772977,2,0,2.7620001,-.189,5043448,.013227313,1
2,31,2000,.0041264002,21.554909,19.348948,0,Bahamas,.000042299998,1,1.053,.278,.0043122,,0,0,5.1278019,5.4714704,2,0,2.701,-.28600001,5264636,.042922031,1
2,31,2001,.004151871,22.276485,19.444029,0,Bahamas,.000042200001,1,1.12409,.3283,.0042512999,,0,0,5.0270801,6.1318121,2,0,2.677,-.228,5224415,-.0076691774,1
2,31,2002,.004021517,23.112782,20.055992,0,Bahamas,.000041700001,1,1.07261,.47779998,.0042148,,0,0,5.6037431,5.2781925,2,0,2.7360001,-.31400001,5276818,.0099804346,1
2,31,2003,.0040755412,23.396179,20.780598,0,Bahamas,.000040200001,1,1.1927299,.5,.0045902999,,0,0,4.8497763,5.5618343,2,0,2.8789999,-.301,5394710,.02209558,1
2,31,2004,.0040190001,24.08872,21.014914,0,Bahamas,.000041300002,1,1.30031,.6674,.0045964001,,0,0,5.0909595,5.1662288,2,0,2.881,-.458,5527871,.024383906,1
2,31,2005,.0041693472,26.370625,21.619839,0,Bahamas,.000041499999,1,1.9457901,.7263,.0045667998,,0,0,4.7468357,3.4745595,2,0,3.0020001,-.52700001,5529642,.0003203252,1
2,31,2006,.0045670392,26.320822,23.604059,0,Bahamas,.000042700001,1,2.5169098,.4754,.0050768,,0,0,3.2602251,3.6267684,2,0,2.9760001,-.336,5497134,-.0058962102,1
2,31,2007,.0047978228,25.455936,23.54986,0,Bahamas,.000043700002,1,2.7204099,.52320004,.0053380998,,0,0,3.3920527,3.8555703,2,0,2.8789999,-.30399999,5548023,.0092147822,1
2,40,1981,.50454271,16.232428,13.909039,420,Cuba,.0029223,0,.001,0,.15371279,3,1,0,21.109041,23.251524,3,0,2.6900001,-1.608,2713720,-.031003986,1
2,40,1982,.50924319,16.829098,14.849285,420,Cuba,.0029362,0,.001,.0020000001,.145252,,0,0,21.228876,22.669056,3,0,2.6070001,-1.526,2594129,-.045069572,1
2,40,1983,.54412848,17.579082,15.309394,420,Cuba,.0030418001,0,.001,0,.1329437,1,1,0,20.741186,22.75301,3,0,2.608,-1.541,2597045,.0011234455,1
2,40,1984,.61275238,18.352732,15.971585,2955,Cuba,.0031940001,0,.001,.001,.1200252,,0,0,20.816816,22.984612,3,1,2.78,-1.689,3177672,.2017746,1
2,40,1985,.61546999,19.634354,16.632813,2535,Cuba,.0034213001,0,.001,.001,.1177256,,0,0,20.964302,24.489439,3,0,2.7690001,-1.774,3161485,-.0051069991,1
2,40,1986,.60897458,19.648266,17.741415,2535,Cuba,.0033421,0,.001,.001,.12874679,,0,0,22.285892,23.818037,3,0,2.8800001,-1.675,3285852,.038584124,1
2,40,1987,.6156112,19.03813,17.746319,2100,Cuba,.0033758001,0,.001,.001,.14130791,1,1,0,21.703922,23.490671,3,0,2.961,-1.682,3430381,.043045353,1
2,40,1988,.63583374,18.851377,17.219122,2000,Cuba,.0034229001,0,.003,.003,.1769419,,0,0,21.414261,23.629602,3,0,2.9219999,-1.556,3725148,.08243525,1
2,40,1989,.63878083,23.19113,17.068205,2400,Cuba,.0032643999,0,.003,.003,.1519981,,0,0,21.513996,14.27513,3,1,3.0039999,-1.508,3844484,.031532813,1
2,40,1990,.62393385,21.137386,20.86722,2400,Cuba,.0031637,0,.001,.001,.141285,3,1,0,13.266179,13.67587,3,0,2.9360001,-1.633,3936181,.023571569,1
2,40,1991,.64270294,19.884747,19.065012,2300,Cuba,.0032333999,0,.001,.001,.0899176,,0,0,12.520503,13.844453,3,0,2.7780001,-1.756,4041865,.026495256,1
2,40,1994,.2998592,21.747204,21.725391,38490,Cuba,.0019757999,0,.0040000002,.0040000002,.0000382,,0,0,4.7834558,8.9622211,3,1,2.7360001,-1.561,4455146,.0055194008,1
2,40,1995,.19408472,20.296988,19.619967,2550,Cuba,.001575,0,.0060000001,.0060000001,.077244699,,0,0,8.1201019,7.9895749,3,0,2.9790001,-1.729,4678672,.048954476,1
2,40,1996,.1983422,19.935843,18.35331,1650,Cuba,.0015529,0,.0049999999,.0049999999,.086068504,4,1,1,7.2629032,7.2830143,3,0,3.0599999,-1.827,4751977,.015546433,1
2,40,1997,.16808981,20.449028,18.030254,1640,Cuba,.0014488,0,.0089999996,0,.093806803,,0,0,6.6330023,6.864418,3,0,2.98,-1.88,4922493,.035254367,1
2,40,1998,.17491373,20.796761,18.477516,1420,Cuba,.0014399,0,.0040000002,0,.1066669,,0,0,6.256753,5.8510442,3,0,2.9360001,-1.752,4977176,.011047552,1
2,40,1999,.16172089,21.432804,18.787714,1080,Cuba,.0013884,0,.0049999999,.001,.1045443,,0,0,5.3606982,5.5772977,3,0,2.7620001,-1.594,5043448,.013227313,1
2,40,2000,.17830709,21.554909,19.348948,1080,Cuba,.0014429,0,.003,0,.1036003,,0,0,5.1278019,5.4714704,3,0,2.701,-1.413,5264636,.042922031,1
2,40,2001,.15581915,22.276485,19.444029,790,Cuba,.0013719,0,.0074800001,0,.1020141,,0,0,5.0270801,6.1318121,3,0,2.677,-1.326,5224415,-.0076691774,1
2,40,2002,.17731902,23.112782,20.055992,1939,Cuba,.0014047,0,.15895,.00020000001,.1327837,,0,0,5.6037431,5.2781925,3,1,2.7360001,-1.149,5276818,.0099804346,1
2,40,2003,.17145827,23.396179,20.780598,2306,Cuba,.0013326,0,.28710002,.00020000001,.13517509,,0,0,4.8497763,5.5618343,3,1,2.8789999,-1.304,5394710,.02209558,1
2,40,2004,.17651945,24.08872,21.014914,2255,Cuba,.0013444,0,.44044,0,.1379225,,0,0,5.0909595,5.1662288,3,0,2.881,-1.272,5527871,.024383906,1
2,40,2005,.18966231,26.370625,21.619839,510,Cuba,.001366,0,.39787,0,.14239299,,0,0,4.7468357,3.4745595,3,0,3.0020001,-1.368,5529642,.0003203252,1
2,40,2006,.19435453,26.320822,23.604059,701,Cuba,.0013709,0,.38247001,.00020000001,.14767151,,0,0,3.2602251,3.6267684,3,1,2.9760001,-1.2589999,5497134,-.0058962102,1
2,41,1981,.016390199,16.232428,13.909039,0,Haiti,.0003599,1,.30059999,.28689998,.0073290998,,0,0,21.109041,23.251524,4,0,2.6900001,.26199999,2713720,-.031003986,1
2,41,1982,.016386878,16.829098,14.849285,0,Haiti,.00035749999,1,.29860002,.3256,.0071423999,,0,0,21.228876,22.669056,4,0,2.6070001,.14399999,2594129,-.045069572,1
2,41,1983,.01648972,17.579082,15.309394,0,Haiti,.00035419999,1,.36589998,.35170001,.0070783999,,0,0,20.741186,22.75301,4,0,2.608,.292,2597045,.0011234455,1
2,41,1984,.012535485,18.352732,15.971585,0,Haiti,.0003321,1,.41929999,.39449999,.0068925,,0,0,20.816816,22.984612,4,0,2.78,.242,3177672,.2017746,1
2,41,1985,.012642106,19.634354,16.632813,0,Haiti,.00034639999,1,.39589998,.4059,.0068746,,0,0,20.964302,24.489439,4,0,2.7690001,.22499999,3161485,-.0051069991,1
2,41,1987,.016433433,19.03813,17.746319,0,Haiti,.00038429999,1,.4589,.41010001,.0094066001,1,1,0,21.703922,23.490671,4,0,2.961,.026000001,3430381,.043045353,1
2,41,1988,.015784822,18.851377,17.219122,0,Haiti,.00039450001,1,.47760001,.3987,.0081091002,,0,0,21.414261,23.629602,4,0,2.9219999,-.11,3725148,.08243525,1
2,41,1989,.018673606,23.19113,17.068205,0,Haiti,.00041750001,1,.47370002,.39039999,.010019,,0,0,21.513996,14.27513,4,0,3.0039999,-.30899999,3844484,.031532813,1
2,41,1990,.015095936,21.137386,20.86722,0,Haiti,.00040200001,1,.47760001,.35639998,.0042209998,,0,0,13.266179,13.67587,4,0,2.9360001,-.296,3936181,.023571569,1
2,41,1991,.01720061,19.884747,19.065012,0,Haiti,.00042230001,1,.39210001,.29710001,.0059015001,,0,0,12.520503,13.844453,4,0,2.7780001,-.47600001,4041865,.026495256,1
2,41,1992,.019759834,22.716059,18.049181,0,Haiti,.0004358,1,.2166,.1107,.0091230003,,0,0,12.50408,6.9361267,4,0,2.793,-.49599999,4154138,.027398726,1
2,41,2001,.0096962731,22.276485,19.444029,0,Haiti,.0004202,1,.24744,.27200001,.0079822,,0,0,5.0270801,6.1318121,4,0,2.677,-.426,5224415,-.0076691774,1
2,42,1981,.052524731,16.232428,13.909039,0,Dominican Republic,.00079989998,1,.77200001,.977,.0299391,,0,0,21.109041,23.251524,5,0,2.6900001,.495,2713720,-.031003986,1
2,42,1982,.054268446,16.829098,14.849285,0,Dominican Republic,.00079259998,1,.66399997,.66900003,.029408701,,0,0,21.228876,22.669056,5,0,2.6070001,.134,2594129,-.045069572,1
2,42,1983,.05042737,17.579082,15.309394,0,Dominican Republic,.00077400001,1,.63200003,.85500002,.027467599,,0,0,20.741186,22.75301,5,0,2.608,.183,2597045,.0011234455,1
2,42,1984,.048754781,18.352732,15.971585,0,Dominican Republic,.0007413,1,.64600003,1.068,.030293901,,0,0,20.816816,22.984612,5,0,2.78,.13500001,3177672,.2017746,1
2,42,1985,.042464767,19.634354,16.632813,0,Dominican Republic,.00071160001,1,.74199998,1.031,.0118414,,0,0,20.964302,24.489439,5,0,2.7690001,.059999999,3161485,-.0051069991,1
2,42,1986,.040937431,19.648266,17.741415,0,Dominican Republic,.00069770002,1,.921,1.1390001,.0156038,3,1,0,22.285892,23.818037,5,0,2.8800001,.186,3285852,.038584124,1
2,42,1987,.041294098,19.03813,17.746319,0,Dominican Republic,.00069999998,1,1.142,1.217,.017120101,3,1,0,21.703922,23.490671,5,0,2.961,.17299999,3430381,.043045353,1
2,42,1988,.038005456,18.851377,17.219122,0,Dominican Republic,.00068370003,1,1.3609999,1.472,.0138447,,0,0,21.414261,23.629602,5,0,2.9219999,.18799999,3725148,.08243525,1
2,42,1989,.040670734,23.19113,17.068205,0,Dominican Republic,.0006954,1,1.646,1.719,.013881,,0,0,21.513996,14.27513,5,0,3.0039999,.0099999998,3844484,.031532813,1
2,42,1990,.040393837,21.137386,20.86722,0,Dominican Republic,.00068529998,1,1.658,1.826,.0129827,,0,0,13.266179,13.67587,5,0,2.9360001,-.082999997,3936181,.023571569,1
2,42,1991,.042596847,19.884747,19.065012,0,Dominican Republic,.00071489997,1,1.743,2.095,.0070500001,,0,0,12.520503,13.844453,5,0,2.7780001,-.093000002,4041865,.026495256,1
2,42,1992,.048281372,22.716059,18.049181,0,Dominican Republic,.00073289999,1,2.098,2.4519999,.0103897,,0,0,12.50408,6.9361267,5,0,2.793,.182,4154138,.027398726,1
2,42,1993,.053381868,24.151173,20.498581,0,Dominican Republic,.000742,1,2.3499999,2.757,.016182,,0,0,6.3792391,5.1286535,5,0,2.773,.236,4430624,.064435489,1
2,42,1996,.055890571,19.935843,18.35331,0,Dominican Republic,.00076670002,1,3.1830001,3.677,.0207475,,0,0,7.2629032,7.2830143,5,0,3.0599999,.082000002,4751977,.015546433,1
2,42,1997,.056835212,20.449028,18.030254,0,Dominican Republic,.00077729998,1,3.928,4.4450002,.0231569,,0,0,6.6330023,6.864418,5,0,2.98,-.048,4922493,.035254367,1
2,42,1998,.065117434,20.796761,18.477516,0,Dominican Republic,.00079999998,1,3.977,4.5510001,.025124,,0,0,6.256753,5.8510442,5,0,2.9360001,-.219,4977176,.011047552,1
2,42,1999,.076342367,21.432804,18.787714,0,Dominican Republic,.00084019999,1,4.0770001,4.3930001,.0246417,,0,0,5.3606982,5.5772977,5,0,2.7620001,-.287,5043448,.013227313,1
2,42,2000,.065576598,21.554909,19.348948,0,Dominican Republic,.00080580002,1,4.4229999,4.474,.034272801,,0,0,5.1278019,5.4714704,5,0,2.701,-.303,5264636,.042922031,1
2,42,2001,.067941852,22.276485,19.444029,0,Dominican Republic,.00082860002,1,5.6584401,4.2863998,.031927701,,0,0,5.0270801,6.1318121,5,0,2.677,-.33700001,5224415,-.0076691774,1
2,42,2002,.071530007,23.112782,20.055992,0,Dominican Republic,.00094860001,1,4.6876497,4.2711,.043105599,,0,0,5.6037431,5.2781925,5,0,2.7360001,-.36300001,5276818,.0099804346,1
2,42,2003,.066565871,23.396179,20.780598,0,Dominican Republic,.00091170002,1,4.6349602,4.5577998,.0317876,,0,0,4.8497763,5.5618343,5,0,2.8789999,-.077,5394710,.02209558,1
2,42,2004,.066679999,24.08872,21.014914,0,Dominican Republic,.00093669997,1,4.7770801,4.6377997,.0302263,3,1,0,5.0909595,5.1662288,5,0,2.881,-.054000001,5527871,.024383906,1
2,42,2005,.073034033,26.370625,21.619839,0,Dominican Republic,.00095870002,1,5.1792402,4.7213998,.044781301,,0,0,4.7468357,3.4745595,5,0,3.0020001,-.0089999996,5529642,.0003203252,1
2,42,2006,.073558643,26.320822,23.604059,0,Dominican Republic,.0009627,1,5.88269,4.6492,.040188901,,0,0,3.2602251,3.6267684,5,0,2.9760001,.02,5497134,-.0058962102,1
2,42,2007,.073744521,25.455936,23.54986,0,Dominican Republic,.00096889999,1,6.4917202,4.3278999,.039280899,,0,0,3.3920527,3.8555703,5,0,2.8789999,-.39199999,5548023,.0092147822,1
2,51,1981,.0062931939,16.232428,13.909039,0,Jamaica,.0001411,1,.479,.39899999,.0062437998,,0,0,21.109041,23.251524,6,0,2.6900001,.48100001,2713720,-.031003986,1
2,51,1982,.0060270848,16.829098,14.849285,0,Jamaica,.0001416,1,.46799999,.32300001,.0059211999,,0,0,21.228876,22.669056,6,0,2.6070001,.090000004,2594129,-.045069572,1
2,51,1983,.007958821,17.579082,15.309394,0,Jamaica,.00015589999,1,.45199999,.30700001,.0070858998,4,1,1,20.741186,22.75301,6,0,2.608,-.018999999,2597045,.0011234455,1
2,51,1984,.0051695402,18.352732,15.971585,0,Jamaica,.0001361,1,.495,.41499999,.0046466999,,0,0,20.816816,22.984612,6,0,2.78,.054000001,3177672,.2017746,1
2,51,1985,.0051946999,19.634354,16.632813,0,Jamaica,.00014230001,1,.40400001,.292,.0045019002,,0,0,20.964302,24.489439,6,0,2.7690001,.124,3161485,-.0051069991,1
2,51,1986,.006485811,19.648266,17.741415,0,Jamaica,.00014629999,1,.45699999,.322,.0044604,,0,0,22.285892,23.818037,6,0,2.8800001,.204,3285852,.038584124,1
2,51,1987,.0066726259,19.03813,17.746319,0,Jamaica,.0001411,1,.602,.42300001,.0051263999,,0,0,21.703922,23.490671,6,0,2.961,.107,3430381,.043045353,1
2,51,1988,.0070249969,18.851377,17.219122,0,Jamaica,.0001419,1,.755,.472,.0062620002,,0,0,21.414261,23.629602,6,0,2.9219999,-.089000002,3725148,.08243525,1
2,51,1989,.0070533962,23.19113,17.068205,0,Jamaica,.0001433,1,1.0089999,.56800002,.0054259002,,0,0,21.513996,14.27513,6,0,3.0039999,-.101,3844484,.031532813,1
2,51,1990,.0072240988,21.137386,20.86722,0,Jamaica,.0001458,1,.94400001,.611,.0059532998,,0,0,13.266179,13.67587,6,0,2.9360001,-.184,3936181,.023571569,1
2,51,1991,.0072684609,19.884747,19.065012,0,Jamaica,.00014210001,1,.963,.61799997,.0043476,,0,0,12.520503,13.844453,6,0,2.7780001,-.103,4041865,.026495256,1
2,51,1992,.0073268642,22.716059,18.049181,0,Jamaica,.0001448,1,.93800002,.64399999,.0033449,,0,0,12.50408,6.9361267,6,0,2.793,-.192,4154138,.027398726,1
2,51,1993,.0081192767,24.151173,20.498581,0,Jamaica,.00015000001,1,1.113,.76599997,.0040398999,,0,0,6.3792391,5.1286535,6,0,2.773,-.146,4430624,.064435489,1
2,51,1994,.0081520732,21.747204,21.725391,0,Jamaica,.0001585,1,1.066,.79000002,.0043234001,,0,0,4.7834558,8.9622211,6,0,2.7360001,-.191,4455146,.0055194008,1
2,51,1995,.0081970971,20.296988,19.619967,0,Jamaica,.00016710001,1,1.421,.89499998,.0045576999,,0,0,8.1201019,7.9895749,6,0,2.9790001,-.12800001,4678672,.048954476,1
2,51,1996,.0083436882,19.935843,18.35331,0,Jamaica,.00017270001,1,1.4910001,.88999999,.0051063001,,0,0,7.2629032,7.2830143,6,0,3.0599999,-.15700001,4751977,.015546433,1
2,51,1997,.0093363784,20.449028,18.030254,0,Jamaica,.0001814,1,1.4170001,.77999997,.0074669002,,0,0,6.6330023,6.864418,6,0,2.98,-.222,4922493,.035254367,1
2,51,1998,.0097430917,20.796761,18.477516,0,Jamaica,.00018630001,1,1.304,.79799998,.0085666003,,0,0,6.256753,5.8510442,6,0,2.9360001,-.23800001,4977176,.011047552,1
2,51,1999,.01007272,21.432804,18.787714,0,Jamaica,.0001836,1,1.3049999,.72799999,.0092952,,0,0,5.3606982,5.5772977,6,0,2.7620001,-.31799999,5043448,.013227313,1
2,51,2000,.009464615,21.554909,19.348948,0,Jamaica,.0001925,1,1.36,.66900003,.0082631996,,0,0,5.1278019,5.4714704,6,0,2.701,-.32300001,5264636,.042922031,1
2,51,2001,.0096962731,22.276485,19.444029,0,Jamaica,.00019750001,1,1.5443001,.49620003,.0079822,,0,0,5.0270801,6.1318121,6,0,2.677,-.347,5224415,-.0076691774,1
2,51,2002,.010485275,23.112782,20.055992,0,Jamaica,.0002005,1,1.56479,.42129999,.0099507002,,0,0,5.6037431,5.2781925,6,0,2.7360001,-.421,5276818,.0099804346,1
2,51,2003,.0099174809,23.396179,20.780598,0,Jamaica,.0001876,1,1.6191,.52390003,.0095338998,,0,0,4.8497763,5.5618343,6,0,2.8789999,-.51999998,5394710,.02209558,1
2,51,2004,.007364335,24.08872,21.014914,0,Jamaica,.00018079999,1,1.62287,.34290001,.0080414005,,0,0,5.0909595,5.1662288,6,0,2.881,-.58899999,5527871,.024383906,1
2,51,2005,.0076069091,26.370625,21.619839,0,Jamaica,.00017699999,1,1.9621999,.4109,.0079643,,0,0,4.7468357,3.4745595,6,0,3.0020001,-.65200001,5529642,.0003203252,1
2,51,2006,.0099577829,26.320822,23.604059,0,Jamaica,.0001872,1,2.2191,.56150001,.0090033999,,0,0,3.2602251,3.6267684,6,0,2.9760001,-.58999997,5497134,-.0058962102,1
2,51,2007,.01180715,25.455936,23.54986,0,Jamaica,.0001915,1,2.7244198,.7888,.0125686,,0,0,3.3920527,3.8555703,6,0,2.8789999,-.648,5548023,.0092147822,1
2,52,1981,.0067960951,16.232428,13.909039,0,Trinidad and Tobago,.0003556,1,.68800002,2.2690001,.0067377002,,0,0,21.109041,23.251524,7,0,2.6900001,-.23100001,2713720,-.031003986,1
2,52,1982,.00817315,16.829098,14.849285,0,Trinidad and Tobago,.00038290001,1,.89399999,1.6670001,.0077065998,,0,0,21.228876,22.669056,7,0,2.6070001,-.243,2594129,-.045069572,1
2,52,1983,.0087307636,17.579082,15.309394,0,Trinidad and Tobago,.00030370001,1,.72799999,1.357,.0079033999,,0,0,20.741186,22.75301,7,0,2.608,-.20200001,2597045,.0011234455,1
2,52,1984,.0081239846,18.352732,15.971585,0,Trinidad and Tobago,.0002426,1,.60100001,1.411,.0075947,,0,0,20.816816,22.984612,7,0,2.78,-.34,3177672,.2017746,1
2,52,1985,.0082503408,19.634354,16.632813,0,Trinidad and Tobago,.00026289999,1,.50400001,1.304,.0074701998,,0,0,20.964302,24.489439,7,0,2.7690001,-.34299999,3161485,-.0051069991,1
2,52,1986,.01494382,19.648266,17.741415,0,Trinidad and Tobago,.0002601,1,.53200001,.83999997,.0095578004,,0,0,22.285892,23.818037,7,0,2.8800001,-.237,3285852,.038584124,1
2,52,1989,.0073527019,23.19113,17.068205,0,Trinidad and Tobago,.0002047,1,.56199998,.81999999,.0067989002,,0,0,21.513996,14.27513,7,0,3.0039999,-.31099999,3844484,.031532813,1
2,52,1991,.0056051039,19.884747,19.065012,0,Trinidad and Tobago,.00031559999,1,.46900001,.92000002,.0042961002,,0,0,12.520503,13.844453,7,0,2.7780001,-.59600002,4041865,.026495256,1
2,52,1992,.0088966526,22.716059,18.049181,0,Trinidad and Tobago,.0003518,1,.447,.92199999,.00667,,0,0,12.50408,6.9361267,7,0,2.793,-.56900001,4154138,.027398726,1
2,52,1994,.0090326099,21.747204,21.725391,0,Trinidad and Tobago,.00036159999,1,.54100001,1.199,.0069817002,,0,0,4.7834558,8.9622211,7,0,2.7360001,-.41,4455146,.0055194008,1
2,52,1995,.0086865984,20.296988,19.619967,0,Trinidad and Tobago,.000386,1,.68900001,1.054,.0071779001,,0,0,8.1201019,7.9895749,7,0,2.9790001,-.34400001,4678672,.048954476,1
2,52,1996,.0084280912,19.935843,18.35331,0,Trinidad and Tobago,.00038149999,1,.66500002,1.105,.0076310998,1,1,0,7.2629032,7.2830143,7,0,3.0599999,-.219,4751977,.015546433,1
2,52,1997,.006962765,20.449028,18.030254,0,Trinidad and Tobago,.00036209999,1,1.1059999,1.227,.0062819002,1,1,0,6.6330023,6.864418,7,0,2.98,-.257,4922493,.035254367,1
2,52,1998,.007360972,20.796761,18.477516,0,Trinidad and Tobago,.0003976,1,.98299998,1.071,.0072027999,,0,0,6.256753,5.8510442,7,0,2.9360001,-.229,4977176,.011047552,1
2,52,1999,.0070846141,21.432804,18.787714,0,Trinidad and Tobago,.000398,1,.81,1.4069999,.0068720998,1,1,0,5.3606982,5.5772977,7,0,2.7620001,-.31,5043448,.013227313,1
2,52,2000,.010679026,21.554909,19.348948,0,Trinidad and Tobago,.00040700001,1,1.104,2.3529999,.0104886,,0,0,5.1278019,5.4714704,7,0,2.701,-.266,5264636,.042922031,1
2,52,2001,.011281426,22.276485,19.444029,0,Trinidad and Tobago,.00039440001,1,1.32349,2.5903001,.0109549,,0,0,5.0270801,6.1318121,7,0,2.677,-.26800001,5224415,-.0076691774,1
2,52,2002,.0089059994,23.112782,20.055992,0,Trinidad and Tobago,.00040600001,1,1.2424201,2.6643,.0062215002,,0,0,5.6037431,5.2781925,7,0,2.7360001,-.366,5276818,.0099804346,1
